user,rating,comment,product_id,0,0.1,0
PRG013,2,My 2 rating is for the rereleased Frute Brute not the original Fruit Brute. The new version has an awful Cherry flavor.,154,,,
Justin,3,"It's BACK (or was) but like all the monster cereals (and many other kids' cereals nowadays, i.e. Pebbles, Corn Pops, etc.), the recipe changed for the worse. The cereal itself takes on the texture of soggy styrofoam (due to the switch from oats to corn, and not being ""frosted"" like the old cereal) in short order, and the flavor is way more subdued than it should be. Still, it's probably the best of the new monster cereal line, but that's not saying much. Shame, shame.",154,,,
zep,2,"Definitely not like it used to be. Way too glazed and too much corn syrup. Probably used to be made with real sugar, not that corn syrup junk. Compare ingredients if you can get them anywhere. Even the grain they use is different, now it's all corn ingredients. I thought it was cool to see it out again. I just wish it was made the same way as it used to be.",154,,,
Bucksky11,5,Probably the most fondly remembered cereal from my childhood. I voted for it best of all time. The 2013 version is not the same cereal but I love the retro box art (Target) and still felt very nostalgic buying a box of Fruit Brute again.,154,,,
Postman,5,Fruit Brute and Yummy Mummy should be back for Halloween this year. Now we have all 5!,154,,,
Mr. Monster,5,He's back!,154,,,
Postman,5,Saw an old episode of Rhoda over the weekend. Brenda was eating Fruit Brute for breakfast although they had a different name on the box but the werewolf was the same. It was from 1976.,154,,,
Ernie,3,Had this only once as a child; it didn't have the appeal of the other Monster cereals.,154,,,
fruitbruteiseh,5,Bring it back at least during Easter.,154,,,
Cerealkiller,5,I miss Fruit Brute. Please brings it back! At least seasonally.,154,,,
Graf van Kurt,5,Very cool. Please bring it back!,154,,,
Hotrod,5,Bring it back - at least around Halloween.,154,,,
John E.,5,Fruit Brute was my favorite. I remember the box being green though.,154,,,
Neil,5,"All the different sugar cereals that I ate as a kid, this is the one I miss the most. If they brought it back, I'd probably by a case or two, so I had some stockpile! GM needs to bring it back!",154,,,
sigmund,5,The fruit flavor and the marshmallows rock! Hope this cereal comes out again for Halloween!,154,,,
McFlyJr1979,5,How have I NOT heard of this cereal yet. I loved Yummy Mummy & Pulp Fiction. :),154,,,
ada4001,0,They always take the good ones out of production. I was also a Freakies fan as a kid.,154,,,
bawbde,5,(Team Breakfast Member)  I loved Fruit Brute! It was the best of the monster cereals!,154,,,
Mark,5,Bring Fruit Brute back!!!,154,,,
Tony,3,"The cereal made a cameo appearance in the 1992 Quentin Tarantino film Reservoir Dogs where it was shown in the apartment of Mr. Orange (played by Tim Roth). Tarantino used the cereal again in his 1994 film Pulp Fiction. Bob Newhart ate Fruit Brute out of the box on an episode of the old Bob Newhart show. With his deadpan speech and mannerisms it was funny, a dry middle-ager eating a kid's cereal. It goes to show that the name Fruit Brute is funny. The cereal is not very good, however.",154,,,
El Whizzo,0,"(Team Breakfast Member) This was always my favorite of the monster cereals. When I saw a box of it in ""Pulp Fiction:, I hoped that meant they were bringing it back, but no such luck. Too bad. Fruit Brute would have torn out Count Chocula's throat.",154,,,
wookie,0,I wish they would bring this back around for Halloween like they do Boo Berry. It would sell right? Just for the novelty if not the taste. I'd buy a couple boxes.,154,,,
Mammoth,0,"Yes Yes bring it back! I've never had it, but it looks good, and I want to try it!",154,,,
owen1,0,(Team Breakfast Member) Bring Fruit Brute back! Bring this cereal back!,154,,,
bja,2,"Terrible for children, due to the tart lime marshmallows.",154,,,
,,,,,,4.0
,,,,,,582.0
,,,,,,9.0
,,,,,,11.0
,,,,,,17.0
,,,,,,690.0
,,,,,,13.0
,,,,,,14.0
,,,,,,415.0
,,,,,,37.0
,,,,,,38.0
,,,,,,40.0
,,,,,,444.0
,,,,,,47.0
,,,,,,49.0
,,,,,,23.0
,,,,,,28.0
,,,,,,532.0
,,,,,,35.0
,,,,,,50.0
,,,,,,53.0
,,,,,,432.0
,,,,,,70.0
,,,,,,69.0
,,,,,,75.0
,,,,,,1162.0
,,,,,,78.0
,,,,,,1143.0
,,,,,,102.0
,,,,,,756.0
,,,,,,109.0
,,,,,,1309.0
,,,,,,604.0
,,,,,,431.0
,,,,,,1344.0
,,,,,,72.0
,,,,,,426.0
,,,,,,82.0
,,,,,,86.0
,,,,,,89.0
,,,,,,94.0
,,,,,,99.0
,,,,,,100.0
,,,,,,101.0
,,,,,,587.0
,,,,,,682.0
,,,,,,103.0
,,,,,,113.0
,,,,,,446.0
,,,,,,207.0
,,,,,,208.0
,,,,,,211.0
,,,,,,687.0
,,,,,,212.0
,,,,,,216.0
,,,,,,222.0
,,,,,,234.0
,,,,,,1579.0
,,,,,,241.0
,,,,,,244.0
,,,,,,247.0
,,,,,,231.0
,,,,,,709.0
,,,,,,243.0
,,,,,,249.0
,,,,,,250.0
,,,,,,301.0
,,,,,,686.0
,,,,,,317.0
,,,,,,884.0
,,,,,,1224.0
,,,,,,305.0
,,,,,,306.0
,,,,,,615.0
,,,,,,309.0
,,,,,,618.0
,,,,,,314.0
,,,,,,1500.0
,,,,,,1205.0
,,,,,,367.0
,,,,,,320.0
,,,,,,332.0
,,,,,,333.0
,,,,,,334.0
,,,,,,701.0
,,,,,,342.0
,,,,,,343.0
,,,,,,1206.0
,,,,,,348.0
,,,,,,319.0
,,,,,,331.0
,,,,,,1587.0
,,,,,,347.0
,,,,,,1008.0
,,,,,,691.0
,,,,,,351.0
,,,,,,353.0
,,,,,,364.0
,,,,,,1177.0
,,,,,,763.0
,,,,,,369.0
,,,,,,762.0
,,,,,,370.0
,,,,,,689.0
,,,,,,373.0
,,,,,,451.0
,,,,,,377.0
,,,,,,895.0
,,,,,,378.0
,,,,,,379.0
,,,,,,129.0
,,,,,,133.0
,,,,,,1167.0
,,,,,,139.0
,,,,,,140.0
,,,,,,141.0
,,,,,,1290.0
,,,,,,154.0
sullivan6nj,0,"(Team Breakfast Member) Thanks for all of the positive reviews for Nabisco Fruit Wheats! I was the original product developer for this product back in the middle '80s. As someone mentioned, Nabisco sold its cereal business to Post in 1990. After that, I lost track of what happened to Fruit Wheats. It was a fun project as we tried to get as much fruit in the middle as we could!",1328,,,
cereal guy,5,"I hope that Fruit Wheats and Post Toasties will return on Saturday March 7th, 2020, National Cereal Day - the day to bring back discontinued cereals like Clusters cereal, Total Raisin Bran, Total Corn Flakes, Wheaties Honey Gold, original Oatmeal Crisp, Oatmeal Raisin Crisp and Triples cereal from General Mills.",1328,,,
cereal guy,5,"Hey guys... since Essential Waitrose Blueberry Wheats is the closest that we can get to see Fruit Wheats cereal again, get a box of Essential Waitrose Blueberry Wheats cereal from the United Kingdom today.",1328,,,
FruitWheatLove,5,"Strawberry Fruit Wheats still ranks with me, even though I haven't had it in 20+ years. When did they discontinue it? I loved it.",1328,,,
cereal guy,5,"Fruit Wheats came in five flavors: strawberry, apple, raisin, blueberry and raspberry. I still have a coupon for Fruit Wheats. Nabisco doesn't make cereals anymore. Please Post and Malt-O-Meal bring back Fruit Wheats.",1328,,,
cereal guy,5,My prediction is Post and Malt-O-Meal is rebooting Fruit Wheats and Post Toasties.,1328,,,
cereal guy,5,What's the recipe for Fruit Wheats cereal? Since Nabisco don't make cereals anymore maybe Post and Malt O Meal will make off brand versions and bring back Fruit Wheats cereal.,1328,,,
cereal guy,5,There's an email us on the contact page on the Post consumer brands website to bring back both Nabisco's Frosted Wheat Squares and Fruit Wheats cereals from the cereal graveyard.,1328,,,
cerealguy14,5,I used to like to watch their commercials. Nabisco - please bring back Fruit Wheats.,1328,,,
S.F.W.,5,"I remember eating the strawberry Fruit Wheats straight out of the box everyday after school. They were so delicious! Bring them back, Nabisco! *ding!*",1328,,,
S.T.L.,5,"So good! The raisin-filled Mini Wheats are the closest thing nowadays, but nothing beats apple-filled!",1328,,,
Lala,5,"I was so sad when Fruit Wheats stopped being produced! I called the company... And I was only in high school! I would happily buy endless boxes if it were around today, and gladly gain strawberry filled weight!",1328,,,
Shushina,5,I love them... LOVE them! Not a cereal eater but I love these. My 3 year old loves them too. I was so angry when they took them away. Please don't ever do that again. Was not happy. lol.,1328,,,
ZJBull,5,Loved those Strawberry Fruit Wheats... I sort-of went crazy when they stopped producing them.... Bring 'em Back!,1328,,,
SophieMae,5,"Every time I eat Frosted Mini Wheats, I wish they were Fruit Wheats instead. The Fruit in the Middle Mini Wheats are good but not the same. They only have a little bit of fruit in them. I remember when I was a kid - my sister and I would eat the strawberry Fruit Wheats straight out of the box. They were our favorite cereal. If they brought Fruit Wheats back, I would buy a box in a heartbeat.",1328,,,
CralFan,0,Loved the Fruit Wheats cereal! Bring it back Nabisco!,1328,,,
mixem,5,Nabisco made really good cereals back in the day. I see that Kellogg's has a sort-of version of this cereal called fruit in the middle. Has anyone tried that yet? Is it as similar to this one as it looks?,1328,,,
childofthe80s,5,"Kellogg's Frosted Mini Wheats now makes ""Touch of Fruit"" mixed berry flavor. Very similar to Fruit Wheats. Just got myself a box and they are very good indeed.",1328,,,
La ra,4,I would buy this regularly if it was made today!!,1328,,,
celt42,5,Bring it back!,1328,,,
B.I.B.,4,Please bring back fruit wheat cereal. I really enjoyed this cereal with the varieties. I have not seen anything close to it since. I miss it!!!!,1328,,,
mr.fruity,5,Please please bring the strawberry fruit wheats back!!! Frosted mini wheats aren't even in the same ballpark as strawberry fruit wheats... Fruit wheats are way yummy!!!,1328,,,
Jaci,5,"I love strawberry fruit wheats! You'd make a killing if you brought them back now, with all of the other ""fruity cereals"" that are available. This cereal was way better than all of the new ones!",1328,,,
othfan,5,BRING THEM BACK!!!! Every time I eat other mini wheats I want this kind instead!!! With the strawberry!!!!!,1328,,,
anon,5,Bring back Fruit Wheats!!!,1328,,,
,,,,,,4.0
,,,,,,582.0
,,,,,,9.0
,,,,,,11.0
,,,,,,17.0
,,,,,,690.0
,,,,,,13.0
,,,,,,14.0
,,,,,,415.0
,,,,,,37.0
,,,,,,38.0
,,,,,,40.0
,,,,,,444.0
,,,,,,47.0
,,,,,,49.0
,,,,,,23.0
,,,,,,28.0
,,,,,,532.0
,,,,,,35.0
,,,,,,50.0
,,,,,,53.0
,,,,,,432.0
,,,,,,70.0
,,,,,,69.0
,,,,,,75.0
,,,,,,1162.0
,,,,,,78.0
,,,,,,1143.0
,,,,,,102.0
,,,,,,756.0
,,,,,,109.0
,,,,,,1309.0
,,,,,,604.0
,,,,,,431.0
,,,,,,1344.0
,,,,,,72.0
,,,,,,426.0
,,,,,,82.0
,,,,,,86.0
,,,,,,89.0
,,,,,,94.0
,,,,,,99.0
,,,,,,100.0
,,,,,,101.0
,,,,,,587.0
,,,,,,682.0
,,,,,,103.0
,,,,,,113.0
,,,,,,446.0
,,,,,,207.0
,,,,,,208.0
,,,,,,211.0
,,,,,,687.0
,,,,,,212.0
,,,,,,216.0
,,,,,,222.0
,,,,,,234.0
,,,,,,1579.0
,,,,,,241.0
,,,,,,244.0
,,,,,,247.0
,,,,,,231.0
,,,,,,709.0
,,,,,,243.0
,,,,,,249.0
,,,,,,250.0
,,,,,,301.0
,,,,,,686.0
,,,,,,317.0
,,,,,,884.0
,,,,,,1224.0
,,,,,,305.0
,,,,,,306.0
,,,,,,615.0
,,,,,,309.0
,,,,,,618.0
,,,,,,314.0
,,,,,,1500.0
,,,,,,1205.0
,,,,,,367.0
,,,,,,320.0
,,,,,,332.0
,,,,,,333.0
,,,,,,334.0
,,,,,,701.0
,,,,,,342.0
,,,,,,343.0
,,,,,,1206.0
,,,,,,348.0
,,,,,,319.0
,,,,,,331.0
,,,,,,1587.0
,,,,,,347.0
,,,,,,1008.0
,,,,,,691.0
,,,,,,351.0
,,,,,,353.0
,,,,,,364.0
,,,,,,1177.0
,,,,,,763.0
,,,,,,369.0
,,,,,,762.0
,,,,,,370.0
,,,,,,689.0
,,,,,,373.0
,,,,,,451.0
,,,,,,377.0
,,,,,,895.0
,,,,,,378.0
,,,,,,379.0
,,,,,,129.0
,,,,,,133.0
,,,,,,1167.0
,,,,,,139.0
,,,,,,140.0
,,,,,,141.0
,,,,,,1290.0
,,,,,,154.0
,,,,,,1328.0
SMarie,5,I wish they would bring back this cereal! It was my favorite as a kid.,161,,,
The Ritty,3,"I believe Marshmallow Krispies and Fruity Marshmallow Krispies co-existed for a bit, because I remember liking the non-fruity kind better.",161,,,
K.J.,5,I miss this cereal! Bring them back!,161,,,
Steve-Os,0,These sounded good. Too bad I was too young to eat sweetened cereals back then. I wish I was born earlier in the 80's to try these.,161,,,
telesitaxhula,5,I want this cereal back. I remember the taste still. It was the best. Please bring it back.,161,,,
Krispies75,0,(Team Breakfast Member) Was it a dream? Are they back? I think that my daughter saw them on TV this morning... cross your fingers and click your heels...,161,,,
bookofsnow,5,I also mix the marshmallows you can buy alone with regular Rice Krispies and it does give a flashback to this cereal but it isn't the same. The marshmallows were little circles and had a very unique taste.,161,,,
Fruity Judy,5,They need to bring this back!,161,,,
bcurry,5,"I talk about this cereal all the time! I would be over the moon if they brought it back, unchanged and original. SO GOOD!! :)",161,,,
Kcereal,5,I loved this cereal. I wish they would bring it back!,161,,,
Justin,5,"God, I miss this cereal (and the REAL Strawberry Honey Comb) so much. It, along with countless other cereals, had too short of a life, and if I remember correctly, was killed off specifically because it had 'too much sugar' or some such nonsense. On one hand, I would kill to have it on the shelves again, but on the other, I know that they would change the recipe and completely ruin it, just as with other great things in history - Monster Cereals, Pudding Pops, etc..",161,,,
HRR 305,5,I would die twice to get Fruity Marshmallow Krispies back! Please God - help us get it back... Kellogg's make it happen and I swear I will eat it until I die... Thanks =),161,,,
Gil E. Anna,5,Please please please bring it back. It was the best cereal ever.,161,,,
Ursula,5,"(Team Breakfast Member)  One of my favorites as a kid. If they won't bring back the cereal, maybe they would consider selling the fruit-shaped marshmallows separately. I'd put them in everything!",161,,,
Always looking,5,"I agree with everything everyone has said on here. I too have been looking for this cereal for years. I have found that ""Marshmallow Matey's"" sold at Wal-Mart to compete with Lucky Charms comes pretty close. I too would love to see this cereal return to the shelves",161,,,
Cr.Won,5,"I have found a website online that sells and ships anywhere in the US fruity cereal marshmallows, identical in taste to those found in Lucky Charms. I bought a bunch of bags and now mix them with regular Rice Krispies and, wow, the memories came flooding back! When I remember eating them, I do not recall having Frosted Rice Krispies. I remember regular Rice Krispies. Maybe it was the very early version of them? Either way, I have found the closest alternative by eating the above mentioned, and life is once again whole. Just do an internet search for ""cereal marshmallows for sale"" and you should have no problem finding them. Or, find them on vat19.com. Good luck. Cr.",161,,,
HeatWavez,5,Fruity Marshmallow Krispies was the best cereal ever!,161,,,
FruityMK,4,This cereal had the BEST commercial.,161,,,
Ali J.,5,Please bring it back. I can taste in my imagination now. It had such unusual and delectable flavor and smell. Oh how I miss it. Please - this was like the only enjoyable part of getting up.,161,,,
Snap,5,"Wow, and here I thought I was the only one looking all over for this cereal... That was indeed the only cereal we had at our house, where it used to be Frosted Flakes, but even Frosted Flakes doesn't taste the same anymore either...",161,,,
sweetpea,5,Please bring this cereal back! BTW... great idea from the guy who mixes marshmallows from Lucky Charms with Rice Krispies to try to recreate it. I'll have to try that!,161,,,
D.S.J.,5,"Best cereal hands down! Companies always drop the best eats, like this cereal and remember Teddy Gram Bearwitches.",161,,,
Cappadonna,5,"Every year, I call Kellogg's asking if they have plans to bring it back. They always say ""no"". I loved it!! Getting soggy was never a problem for me. I eat all my cereal in small to medium bowls.",161,,,
mrsbriano,5,(Team Breakfast Member)  OMG... this was my favorite cereal. I used to have it for breakfast and also for a afternoon snack. Complaining about the sogginess is silly if you eat it quickly that would not be a problem. Yum I wish they would bring this cereal back. Most cereal is unhealthy but this was so good. And this was at a time when kids played outside and were not concerned with nutrition facts.,161,,,
IwantMMKrispies,5,"This is far-and-away the greatest cereal ever invented. I would kill for a bowl today... I have found a very close alternative by mixing Lucky Charms and Frosted Rice Krispies. Not the same, but yummy.",161,,,
Momof4,5,This is one of the only cereals I ate as kid!! Why can't they bring it back it was sooooo GOOD!!!!,161,,,
Bellesmome,5,You can buy fruit marshmallows online and mix them with regular Rice Krispies for a close 2nd. :),161,,,
jmedrew,5,I loved this cereal!! I was my all time favorite!! I wish they would bring this back because I would buy this and no other cereal!!,161,,,
Bigsuge,2,"This may be the first cereal I actually bad mouth, as stated above while this stuff tasted all right, it all got way too soggy too quick leaving a real nasty looking mess in your bowl, I remember eating it like it was soup practically.",161,,,
hadla,5,(Team Breakfast Member)  EMAIL KELLOGGS AND ASK THEM TO BRING IT BACK! I just did! I loved these and I'm always checking the cereal aisle hoping they will magically appear!,161,,,
Looking 4 it,5,Does anyone have a box of this with the cereal in unopened bag for sale? I miss it and want to eat it!,161,,,
SpaceTie,5,"This was THE BEST cereal, I now tell my kids about how good it was and how their cereal has nothing on Fruity Marshallow Krispies. I think we should start a petition to get this cereal back.",161,,,
jaalaidaalai,5,"(Team Breakfast Member)  This cereal was on another level from all others and if anyone has an unopened box from the late 80s so that I can eat some email jaalaidaalai@yahoo.com, I would like to buy it and eat it.",161,,,
vic,5,"I actually now make it on my own. I buy a box of lucky charms, take the marshmallows out, and put them in bowl with rice krispies. I loved this cereal as a kid.",161,,,
Sojourner,5,I really wish they would make this cereal again. I loved it.,161,,,
SANxJONERO,3,"I remember it being good, but wasn't always in the mood for it. I guess I just didn't love marshmallow enough, or just didn't love the mix of marshmallows & rice krispies enough. I definately do remember that green box of fruity marshmallow krispies though & some times wondered why it never came back.",161,,,
,,,,,,4.0
,,,,,,582.0
,,,,,,9.0
,,,,,,11.0
,,,,,,17.0
,,,,,,690.0
,,,,,,13.0
,,,,,,14.0
,,,,,,415.0
,,,,,,37.0
,,,,,,38.0
,,,,,,40.0
,,,,,,444.0
,,,,,,47.0
,,,,,,49.0
,,,,,,23.0
,,,,,,28.0
,,,,,,532.0
,,,,,,35.0
,,,,,,50.0
,,,,,,53.0
,,,,,,432.0
,,,,,,70.0
,,,,,,69.0
,,,,,,75.0
,,,,,,1162.0
,,,,,,78.0
,,,,,,1143.0
,,,,,,102.0
,,,,,,756.0
,,,,,,109.0
,,,,,,1309.0
,,,,,,604.0
,,,,,,431.0
,,,,,,1344.0
,,,,,,72.0
,,,,,,426.0
,,,,,,82.0
,,,,,,86.0
,,,,,,89.0
,,,,,,94.0
,,,,,,99.0
,,,,,,100.0
,,,,,,101.0
,,,,,,587.0
,,,,,,682.0
,,,,,,103.0
,,,,,,113.0
,,,,,,446.0
,,,,,,207.0
,,,,,,208.0
,,,,,,211.0
,,,,,,687.0
,,,,,,212.0
,,,,,,216.0
,,,,,,222.0
,,,,,,234.0
,,,,,,1579.0
,,,,,,241.0
,,,,,,244.0
,,,,,,247.0
,,,,,,231.0
,,,,,,709.0
,,,,,,243.0
,,,,,,249.0
,,,,,,250.0
,,,,,,301.0
,,,,,,686.0
,,,,,,317.0
,,,,,,884.0
,,,,,,1224.0
,,,,,,305.0
,,,,,,306.0
,,,,,,615.0
,,,,,,309.0
,,,,,,618.0
,,,,,,314.0
,,,,,,1500.0
,,,,,,1205.0
,,,,,,367.0
,,,,,,320.0
,,,,,,332.0
,,,,,,333.0
,,,,,,334.0
,,,,,,701.0
,,,,,,342.0
,,,,,,343.0
,,,,,,1206.0
,,,,,,348.0
,,,,,,319.0
,,,,,,331.0
,,,,,,1587.0
,,,,,,347.0
,,,,,,1008.0
,,,,,,691.0
,,,,,,351.0
,,,,,,353.0
,,,,,,364.0
,,,,,,1177.0
,,,,,,763.0
,,,,,,369.0
,,,,,,762.0
,,,,,,370.0
,,,,,,689.0
,,,,,,373.0
,,,,,,451.0
,,,,,,377.0
,,,,,,895.0
,,,,,,378.0
,,,,,,379.0
,,,,,,129.0
,,,,,,133.0
,,,,,,1167.0
,,,,,,139.0
,,,,,,140.0
,,,,,,141.0
,,,,,,1290.0
,,,,,,154.0
,,,,,,1328.0
,,,,,,161.0
SpaceBarron,2,(Team Breakfast Member)  My rating reflects the current recipe. My rating for the pre-1984 CLASSIC Fruity Pebbles is a perfect 5!,162,,,
timtam,5,"Growing up, my brother and me weren't close but I remember the small things such as eating cereal together... him with his huge bowls of Product 19 and Cocoa Pebbles and me with my bowl of Fruity Pebbles and just watching movies we'd rent from the store or play a video game. I miss those days but I miss spending that time together now we have families and it's changed but I truly remember this.",162,,,
NostalgiaL,3,"Does not hold up well when eaten in a large quantity, but it still has a decent taste for a cereal that's been around for awhile. (I work for a discount store and their version is just as good if not better - and cheaper - hence the okay rating.)",162,,,
jmroszczak,4,"(Team Breakfast Member)  It's odd... As a kid, I loathed this cereal. I thought it tasted like vitamins. But as an adult... I kind of like it now.",162,,,
grown up kid,0,I had some Three Twins Lemon Cookie Ice Cream... which oddly reminded me of the taste of Fruity Pebbles (and lemon-creme cookies). Check it out! I haven't had the cereal in many years now.,162,,,
Michele,5,"Fruity Pebbles was my absolute most favorite cereal when I was a kid and it still is. When I have them now, it gives me fond memories of my childhood, watching cartoons with my sister. Definitely a classic cereal.",162,,,
Alphonzie,5,"I loved Fruity Pebbles as a kid and I still love it today, although I only have about once a year now days.",162,,,
DrDollz,5,(Team Breakfast Member)  My Grandson goes through 3 boxes a week.,162,,,
Avrige Bear,5,"Back in the late 1990's, O went to the Family Dollar in my town and found the CANADIAN version of Fruity Pebbles which was different from the USA version I've known for years. This cereal consisted of big pebble shaped corn puffs (about the same size as Corn Pops).",162,,,
Ernie,5,Fruity and Cocoa Pebbles still make it onto my breakfast table when they're on sale!,162,,,
TopCat123,5,(Team Breakfast Member)  I used to hate eating this cereal until I was on a blood type diet and I figured that it was my number 1 favorite now that I can't eat wheat or corn. (O+),162,,,
manofmystery,1,Cocoa Peebles are one of my favorites (and the cereal I most regular buy) but their Fruity brother is disgusting. I've never found a more unpleasant tasting fruit-flavored cereal.,162,,,
reggie7,5,I love Fruity Pebbles. No cereal can replace it. I could eat a whole box in a day lol. They are so good!,162,,,
MyEmptyCanvas,1,(Team Breakfast Member)  Fruity Pebbles... NO! This is on my top 10 cereals that I hate list. LOL & to those that can't find it... I see big boxes of the stuff at Super Walmarts and local grocery stores all the time. I travel A LOT! (myemptycanvasreviews.blogspot.com),162,,,
Mcchevy,5,"(Team Breakfast Member)  I want Fruity Pebbles again, but I can't find it in my regular store. I checked the Post website and there's no evidence that they're discontinuing it. What's going on? I'm really craving it lately.",162,,,
Mcchevy,0,"(Team Breakfast Member) I like Cocoa Pebbles better, but there's something about the taste of these that really reminds me of being a little kid watching cartoons on Saturday morning. A very distinctive taste and smell that wakes up happy memories.",162,,,
Gary,0,"Fruity Pebbles or Cocoa Pebbles? Which do you like best? Discuss. I was always a Cocoa Pebbles man myself, but I do appreciate the other one.",162,,,
b.c.h.,2,"I've eaten fruity pebbles all my life. It is my favorite cereal. However, the last two boxes I have purchased have been barely tolerable imo. Something about the texture. Its as if they have tried to put something in the cereal to keep it from going soggy but the result is almost a stale texture and taste. I'm very unhappy!",162,,,
iowolfman,1,I'll just say this - I love my Fruity Pebbles but the last two boxes I got was stall bad and I'm not happy with that at all. My email is iowolfman@gmail.com So now you tell what up with that plsssss.,162,,,
Tig1,4,I liked this cereal until they changed the recipe. Now it turns to glue in like 20 seconds! tig1,162,,,
TwinCityBiatch,5,This is my all-time favorite cereal! Yabbba Dabba Doo!,162,,,
,,,,,,4.0
,,,,,,582.0
,,,,,,9.0
,,,,,,11.0
,,,,,,17.0
,,,,,,690.0
,,,,,,13.0
,,,,,,14.0
,,,,,,415.0
,,,,,,37.0
,,,,,,38.0
,,,,,,40.0
,,,,,,444.0
,,,,,,47.0
,,,,,,49.0
,,,,,,23.0
,,,,,,28.0
,,,,,,532.0
,,,,,,35.0
,,,,,,50.0
,,,,,,53.0
,,,,,,432.0
,,,,,,70.0
,,,,,,69.0
,,,,,,75.0
,,,,,,1162.0
,,,,,,78.0
,,,,,,1143.0
,,,,,,102.0
,,,,,,756.0
,,,,,,109.0
,,,,,,1309.0
,,,,,,604.0
,,,,,,431.0
,,,,,,1344.0
,,,,,,72.0
,,,,,,426.0
,,,,,,82.0
,,,,,,86.0
,,,,,,89.0
,,,,,,94.0
,,,,,,99.0
,,,,,,100.0
,,,,,,101.0
,,,,,,587.0
,,,,,,682.0
,,,,,,103.0
,,,,,,113.0
,,,,,,446.0
,,,,,,207.0
,,,,,,208.0
,,,,,,211.0
,,,,,,687.0
,,,,,,212.0
,,,,,,216.0
,,,,,,222.0
,,,,,,234.0
,,,,,,1579.0
,,,,,,241.0
,,,,,,244.0
,,,,,,247.0
,,,,,,231.0
,,,,,,709.0
,,,,,,243.0
,,,,,,249.0
,,,,,,250.0
,,,,,,301.0
,,,,,,686.0
,,,,,,317.0
,,,,,,884.0
,,,,,,1224.0
,,,,,,305.0
,,,,,,306.0
,,,,,,615.0
,,,,,,309.0
,,,,,,618.0
,,,,,,314.0
,,,,,,1500.0
,,,,,,1205.0
,,,,,,367.0
,,,,,,320.0
,,,,,,332.0
,,,,,,333.0
,,,,,,334.0
,,,,,,701.0
,,,,,,342.0
,,,,,,343.0
,,,,,,1206.0
,,,,,,348.0
,,,,,,319.0
,,,,,,331.0
,,,,,,1587.0
,,,,,,347.0
,,,,,,1008.0
,,,,,,691.0
,,,,,,351.0
,,,,,,353.0
,,,,,,364.0
,,,,,,1177.0
,,,,,,763.0
,,,,,,369.0
,,,,,,762.0
,,,,,,370.0
,,,,,,689.0
,,,,,,373.0
,,,,,,451.0
,,,,,,377.0
,,,,,,895.0
,,,,,,378.0
,,,,,,379.0
,,,,,,129.0
,,,,,,133.0
,,,,,,1167.0
,,,,,,139.0
,,,,,,140.0
,,,,,,141.0
,,,,,,1290.0
,,,,,,154.0
,,,,,,1328.0
,,,,,,161.0
,,,,,,162.0
Marcell,5,"I tried to find this cereal in the stores after having eaten it for a year when I wanted to lose weight. I just wanted to start eating it again and could not find it. Now, checking out this website, I find it was discontinued. Please bring it back.",1462,,,
Maryann,5,Love it! Please bring it back to the stores! I used to buy 2 to 3 boxes a week but cannot find it anymore!,1462,,,
CJ-3,5,"Yes, I agree with the rest of these comments. I was so shocked I could not find it anymore. I travel so much I just kept thinking they just didn't have it - in fact, I still look for it just in case it comes back. Please reinstate this cereal. It helped me so much on my diet!",1462,,,
Alana N.,5,"Bring this back, along with the chocolate flavor! PLEASE!",1462,,,
Fly Girl,0,"I agree... and didn't know until today it had been taken off the market. I loved it, and ate it every day or at least until I could no longer find it. In fact, I had it shipped overseas to my APO address. BRING IT BACK.",1462,,,
P. Kupp,5,This is only only cereal I really liked. I switched to eggs and toast after it went away.,1462,,,
Gillian,5,This cereal and the chocolate version was the only thing like it on the market. Fiber One substituted this cereal for nut-filled high sugar and high calorie options.,1462,,,
Dobber,5,"I loved this cereal. I ate it everyday, it tasted great and helped me lose weight. I was very disappointed when it was discontinued. I hope it will be brought back.",1462,,,
H. Squares Luv,5,Please bring this cereal back. It's a great product for General Mills and us the Consumer.,1462,,,
I.B. Diabetic,0,"I agree with @saddened. I am totally disgusted this product is no longer available. For a diabetic who used it for successful weight loss (+40 pounds) and tight blood glucose control, there is NO other Fiber One/GM cereal that compares to Fiber One 80 Honey Squares in terms of taste, calories, versatility of use, and nutritional value, especially sugar and fiber content. Its disappearance has presented real problems for me in that I am no longer able to include any cereal in my breakfast meal planning.",1462,,,
Why Guys?,5,"I can't imagine why General Mills discontinued this cereal. Walmart had it for a while longer than other stores, but now I can't purchase it at Walmart anymore! I will just have to look for another brand made by a different company!",1462,,,
80CalLover,5,I ate this cereal every day until I could no longer get it in Houston. It was the best cereal on the market with that low of a calorie count. Hope they bring it back.,1462,,,
R.M.,5,I am very upset that I can no longer find my Fiber One 80 Calorie Honey Squares Cereal or my Chocolate Fiber One 80 Calorie Cereal. What has happened with General Mills that they will no longer produce these two cereals? I wish there was something I could do to get these two products back on the grocery shelves. - Very Upset Customer,1462,,,
Granny-6,4,"I've been looking everywhere for this... my favorite Fiber 1 cereal. I should have gone on the website much sooner and I would have known it was discontinued. I too am most disappointed as I had it for breakfast most mornings. Here in the Rochester, NY area, stores must of put out on the shelves what they had in stock up until early May. Guess I was able to get it longer than others. Should have stocked up!",1462,,,
