Words,Count
y/o,2
crunchiness,2
binding,2
annie's,2
granny,2
grandsons,2
14oz,2
announced,2
variations,2
pet,2
teeth-ruining,2
that''s,2
grandmothers,2
pardon,2
announcer,2
billy,2
annoyed,2
grandfather's,2
slides,2
cinnamony,2
grandbabies,2
thats,2
amount,2
singers,2
newport,2
shout,2
short-lived,2
ravenscroft,2
heartier,2
parties,2
22g,2
child's,2
n.c,2
allowing,2
thankful,2
heart-healthy,2
rave,2
alma,2
nada,2
hbo,2
position,2
bozo,2
aloha,2
alongside,2
crisped,2
shower,2
positively,2
raul,2
he-man,2
he'd,2
alph-bits,2
shred,2
passionate,2
portsmouth,2
chickens,2
shore,2
creamer,2
hence,2
helping,2
helpful,2
ray,2
cheryl,2
chest,2
hell,2
creamiest,2
portions,2
youthful,2
chewable,2
creating,2
raving,2
partners,2
creatures,2
chewbacca,2
mysterious,2
phoenix,2
heavens,2
traveled,2
chexs,2
partner,2
raves,2
text,2
crisper,2
whats,2
crud,2
handful,2
hanna,2
significant,2
hankering,2
croak,2
hangs,2
hanging,2
boycotting,2
hands-down,2
craisins,2
petty,2
handfuls,2
sill,2
choke,2
rationed,2
crossing,2
prepare,2
america's,2
americans,2
similarities,2
chopped,2
hall,2
tennis,2
cracko's,2
cruch,2
trailmix,2
hahahaha,2
signatures,2
nashville,2
happiest,2
signature,2
chinese,2
haystacks,2
nam,2
crispie,2
phase,2
shut,2
hatin,2
alternate,2
birthdays,2
particles,2
namesake,2
naming,2
sickly,2
harts,2
hartford,2
trans,2
rather,2
whale,2
harmed,2
20th,2
nap,2
crispness,2
partial,2
pfo,2
chocolatey,2
gooey,2
orgasmic,2
curse,2
tossed,2
gasp,2
dance,2
counterpoint,2
tastiness,2
quite,2
yahoo,2
gardner,2
danny,2
bough,2
solution,2
tastiest,2
gal,2
gaining,2
non-sugar,2
darling,2
wayside,2
somehow,2
thematic,2
dash,2
non-sugared,2
pretzel,2
somethings,2
army,2
cloud,2
g.i,2
gate,2
argue,2
software,2
palatable,2
dairy,2
wear,2
dakota,2
dam,2
cleveland,2
soap.com,2
sobbing,2
sobeys,2
boutique,2
palate,2
climate,2
generously,2
pajamas,2
socks,2
clip,2
areas,2
r.i.p,2
generally,2
gene,2
panel,2
gen,2
softball,2
soften,2
softened,2
yall,2
betty,2
son's,2
frickin,2
sought,2
asda,2
frost,2
upsets,2
tonsils,2
precious,2
soup,2
fries,2
watering,2
co-co,2
co-workers,2
fricken,2
fruit-a-licious,2
packaged,2
coca,2
asp,2
freezing,2
freeze-dried,2
vet,2
aspect,2
dealer,2
yea,2
space-age,2
fred,2
de,2
fruit-flavored,2
fyi,2
soooooo,2
nonetheless,2
you;re,2
fussy,2
songs,2
vancouver,2
arrived,2
funky,2
fund,2
tool,2
precisely,2
fulls,2
fulfilled,2
sort-of,2
daydream,2
article,2
vertical,2
northeast,2
dc,2
sore,2
too-sweet,2
wavy,2
artist,2
clumber,2
fruitful,2
toss,2
bout,2
snack-time,2
god's,2
cutouts,2
globes,2
globe,2
claimed,2
nickee,2
smoothest,2
nickname,2
appeared,2
wedding,2
approve,2
yadda,2
snacked,2
smoke,2
smith,2
teams,2
bowels,2
tosties,2
pancake,2
gnfs,2
patch,2
niche,2
persuade,2
gmail,2
gm's,2
appetite,2
smoothness,2
smore,2
claire,2
niagara,2
glue,2
bild,2
gms,2
wee,2
clamoring,2
smurf-berry,2
verify,2
clark,2
cuter,2
cutest,2
panama,2
gmo,2
racism,2
daddy's,2
2005,2
gifts,2
gimmick,2
weekly,2
gimme,2
smelling,2
teasing,2
snorz,2
snatch,2
10/box,2
goodbye,2
girardeau,2
ups,2
custom,2
april,2
smells,2
apartment,2
teaspoon,2
cleaned,2
snappy,2
golf,2
presumably,2
relish,1
pneumatic,1
worm,1
plzzz,1
yoplait,1
pocket,1
you-know-what,1
pro-grain,1
produces,1
reiterate,1
reject,1
yours,1
pointing,1
rejected,1
policy,1
relieved,1
yolanda,1
pocketbooks,1
poisoned,1
prized,1
you'de,1
preacher,1
presentation,1
pre-k,1
poison,1
zucharitas,1
presently,1
refusing,1
previously,1
pretzels,1
reinvented,1
reliable,1
preferring,1
preceding,1
relaunched,1
reintroduction,1
preference,1
pride,1
yorker,1
registered,1
woulda,1
preferably,1
primary,1
yoohoo,1
primas,1
regard,1
zorro-style,1
predict,1
prettiest,1
reigning,1
relate,1
predecessor,1
worried,1
print,1
preparing,1
procedure,1
yonder,1
princeton,1
reigns,1
rekindle,1
prime,1
prince,1
pole,1
presto,1
procedures,1
related,1
worn,1
precursor,1
pretended,1
presuming,1
preschoolers,1
worthy,1
primogeniture,1
reinstate,1
premixed,1
primarily,1
relative,1
would/could,1
poached,1
worms,1
relevantly,1
zrenjanin,1
problematic,1
podrían,1
prediction,1
police,1
premiered,1
pre-antibiotic/hormone,1
press,1
reids,1
precocious,1
yolk,1
prescribed,1
regaled,1
prior,1
youyube,1
pretty-please,1
pneumonia,1
reinstated,1
prints,1
pressed,1
pre-2000,1
printing,1
poking,1
pre-teen,1
youngstown,1
pulling,1
refreshing,1
wth,1
racing,1
rachel,1
www.milldeck@roadrunner.com,1
race,1
rabbits,1
r2-d2,1
r.k.'s,1
www.canadaonly.ca,1
quoted,1
wwii,1
quote,1
wwheat,1
ready-made,1
yumyum14,1
realistically,1
quisp/quake,1
quik,1
yah,1
readers,1
poster(s,1
poppin,1
zesty,1
raining,1
reaaly,1
postcereals.com,1
rahilly,1
raggy,1
react,1
rage,1
rack,1
reacting,1
yuppie-chow,1
popeyes,1
rafael,1
radius,1
www.petitionspot.com/petitions/oreocereal,1
racked,1
wut,1
yummyyyyyyy,1
poptart,1
quietly,1
poorer,1
year-round,1
reasonably,1
quentin,1
queen,1
quebec,1
quarter-serving,1
quarter,1
reasoning,1
ziploc,1
quantity,1
poop/pee,1
reater,1
postopia,1
quantities,1
yummmmmm,1
poop,1
wrong-good,1
zincy,1
year-old,1
realizing,1
quiet,1
posters,1
postfoods.com,1
quickly-soggy,1
quicker,1
realizes,1
yank,1
ziggy,1
rear,1
questions,1
realm,1
realy,1
questioned,1
yanked,1
querétaro,1
queries,1
raisen,1
raisens,1
wound,1
raps,1
xd,1
re-diagnosed,1
re-edited,1
possessions,1
ration,1
xoxo,1
xx,1
possibilities,1
possibility...until,1
zaxxon,1
x-mas,1
rat,1
re-imaged,1
rasins,1
rarshmallow,1
zay635@yahoo.com,1
re-introducing,1
portville,1
re-designing,1
re-debut,1
porkchop,1
raylene,1
rawhide,1
xer,1
rbutler53,1
rc,1
porridge,1
ravioli's,1
xl,1
raved,1
ravetto,1
portrayed,1
portrays,1
xdddd,1
re-branded,1
re-consider,1
portugal,1
re-invent,1
rapids,1
www.shopfoodex.com,1
rapidly,1
yyuuummmmm,1
post...this,1
ralcorp,1
post/kraft,1
wwwii,1
raking,1
rake,1
post/ralston,1
"raisins,rice",1
ya'll,1
raising,1
yabbba,1
raisin-nuts,1
raisin-filled,1
raises,1
preferences,1
re-test,1
yyyyyyyyyyum,1
re-produced,1
re-marketed,1
re-look,1
zap,1
raphael,1
rant,1
re-issues,1
ranking,1
"x,y",1
zachery,1
ranked,1
y2k,1
zealots,1
randolph,1
re-market,1
ramp,1
ralston's,1
ralphs,1
wyandotte,1
rebel,1
qualify,1
reboot,1
redoing,1
woven,1
wounds,1
psyllium,1
psychedelic,1
ps8,1
prozac,1
polyester,1
proving,1
redeeming,1
yettru,1
redemption,1
redener's,1
yhe,1
redesign,1
providers,1
redish,1
yikes,1
rectified,1
ptcdd,1
pubix's,1
recreated,1
wrath,1
zoran,1
puffa-puffa-pleeeeeeeeeeeeeeeease,1
recovering,1
pout,1
recovers,1
pow,1
recreation,1
publish,1
puedo,1
rectangle,1
pueden,1
polymers,1
zorba,1
puddle,1
published,1
yucky-sharms,1
ysidro,1
postsynaptic,1
proposed,1
refactoring,1
yoghurt,1
prayer,1
projecting,1
referenced,1
references,1
pre,1
progress/improvement,1
programming,1
pre-1984,1
reflects,1
yogurts,1
profoundly,1
refresh,1
refreshed,1
profiting,1
profit-maker,1
reexamine,1
pray'n,1
reevaluate,1
reeled,1
proportioned,1
reducing,1
proper,1
propellers,1
yj,1
poltergeist,1
polly,1
propagandist,1
reesies,1
practice,1
yoder,1
pollute,1
reep,1
praised,1
poll,1
politics,1
puffball-headed,1
pomona,1
recovered,1
recorded,1
puzzle,1
yeeesh,1
puting,1
yeesh,1
recieved,1
pushing,1
writer,1
yeh,1
pots-of-gold,1
pusher,1
ponder,1
recipe/texture,1
yell,1
yelled,1
pursuit,1
purse,1
"recipes,like",1
puzzles,1
yeeeessss,1
pweeeeeze,1
qfc,1
rebooting,1
reborn,1
rebox,1
yearns,1
quacks,1
rebrand,1
pooof,1
zo,1
zoidberg,1
yee,1
rebranding,1
pwgh33,1
recalled,1
recapture,1
recause,1
receipe,1
recipie,1
recite,1
recognition,1
puh-leez,1
pullease,1
pull-eaze,1
puleeeze,1
puke,1
wrecked,1
puhleeze,1
puh-leeze,1
wray,1
recommendations,1
yummiest,1
reconsidered,1
yumm,1
reconstituted,1
puffins,1
puffing,1
puffier,1
yellowish,1
recommendation,1
yelling,1
puree,1
wrist,1
poultry,1
purposely,1
yummm,1
purest,1
wring,1
purely,1
recommence,1
razor-sharp,1
purchace,1
pup,1
punks,1
punishment,1
punishing,1
punish,1
pulverize,1
yourselves,1
wetzl,1
relived,1
visitor,1
suspended,1
suspected,1
virgin,1
virgina,1
suseptible,1
surveys,1
survey,1
surrounding,1
surrounded,1
surrogate,1
surreptitiously,1
surprize,1
surprises,1
surplus,1
surfing,1
virtually,1
vision,1
suspense,1
suspension,1
suspicious,1
swears,1
sweet-tooth,1
vigran,1
sweet-as-a-nut,1
village,1
sweeeet,1
sweating,1
sweater,1
sweapings,1
sux,1
swayed,1
swapping,1
swallowing,1
violated,1
suzy,1
violation,1
suzanna,1
supporter,1
suppliers,1
sweet/tart,1
supplemented,1
summered,1
vivo,1
vocal,1
summed,1
summarize,1
sullivan's,1
suits,1
suited,1
suitcase,1
suicide,1
suggestion/request,1
suger,1
"voice,""you",1
sugar/vanilla,1
sugar/fiber,1
sugar-overloaded,1
sugar-fortified,1
summergal,1
sunbelt,1
sundae,1
supercenter,1
superstore,1
visitors,1
superpowers,1
supermercado,1
superman,1
superhero,1
superfluous,1
vita-meh,1
sunflower,1
super-sweetened,1
super-sweet,1
super-saturated-snort,1
super-crunchy,1
vitamins/minerals,1
sunshine,1
suns,1
views,1
viewers,1
tea,1
vic,1
targets,1
targeted,1
veteran,1
tara,1
taper,1
tape,1
tap,1
tantrum,1
vibe,1
tangy,1
tangled,1
tampering,1
tamper,1
tampa,1
tami,1
taller,1
tall,1
tarnished,1
versus,1
taste-formula,1
verizon,1
tbsp,1
taxes,1
tax,1
taunton,1
tattoo,1
tato,1
tatefully,1
tastt,1
taste-wise,1
vermontcountrystore.com,1
vero,1
tasteing,1
versatility,1
tasteful,1
tasteeos,1
tastebuds,1
talkin,1
vicious,1
sweetener/flavor,1
vicki,1
switching,1
vienna,1
swiss-made,1
swirl-style,1
swirl,1
swipe,1
swint,1
swing,1
swimming,1
swim,1
swiftly,1
viet,1
swift,1
swept,1
sweets,1
sweethearts,1
sweetest,1
switzerland,1
swizzel,1
swordsman,1
taaa-daaaa,1
tagline,1
taffy,1
vicky,1
tablets,1
tablet,1
tabasco,1
taaaaaasty,1
t.v,1
sydney,1
t.t,1
systems,1
syracuse,1
synthetics,1
sympathy,1
symmetrically-challenged,1
sylvester,1
sugar-fix-ey,1
voice-over,1
sugar-crisp-like,1
stared,1
wagmans,1
wagon,1
wail,1
stax,1
staunch,1
waitressing,1
statistical,1
stating,1
stater,1
wal-mart's,1
starvation,1
waldbaums,1
waldene,1
startled,1
walgreens,1
starter,1
wall,1
steady,1
steak,1
steal,1
wafflelos,1
stink,1
stimulus,1
stimpy,1
waffle-o's,1
sticky-sweet,1
sticking,1
stevenp,1
steve,1
steam,1
stereoview,1
stepmother,1
stephens,1
stench,1
stellar,1
steep,1
steel,1
wallace,1
stare,1
sugar-coma,1
starbuck's,1
waned,1
srink,1
plymouth,1
squirrelly,1
squid,1
squares/raisin,1
wannabe,1
spruce,1
sprouts,1
ward,1
warehouses,1
sprayed,1
spray,1
warn,1
sprangles,1
spouse,1
sports-oriented,1
waltons-esque,1
stab,1
walsh,1
standing,1
starberries,1
wallah,1
wallet,1
wallets,1
wallpaper,1
stands,1
standpoint,1
standby,1
stacey,1
standards,1
walls,1
stan,1
stall,1
stalker,1
staff's,1
stacking,1
stinks,1
stix,1
stockholders,1
stockpilers,1
submitters,1
submission,1
submarine,1
sublimesting,1
sublime,1
subdued,1
sub-par,1
styrofoamy,1
sturdy,1
stupidest,1
stumbled,1
stumble,1
stuffing,1
stuff-puffed,1
studied,1
vp,1
strung,1
subscribe,1
voraciously,1
voodoo,1
volcano,1
sugar-coating,1
suffused,1
sufficient,1
suffered,1
voicing,1
sucker,1
succulent,1
succeeded,1
subsection,1
suburb,1
volumes,1
substituting,1
voluntarily,1
substitue,1
substantial,1
subsequently,1
struggled,1
struggle,1
strudle,1
w/raisins,1
strait-up,1
straight-from-the-box,1
w/o,1
stove,1
storybook,1
stores/nostalgia,1
store-brand,1
w/the,1
w/dee,1
storage,1
stool,1
wa-ooo,1
stones,1
waaaaaaaaaaaaay,1
stone,1
stoke,1
stranded,1
strawberries-the,1
strongest,1
strike,1
stronger-flavored,1
stroll,1
stroke,1
striped,1
strip,1
stringing,1
vs,1
stricter,1
strawberry-and-creme,1
stretch,1
stress,1
strength,1
w/a,1
streaming,1
w/check,1
strawberry-flavored,1
te,1
teach,1
relocate,1
trends,1
unreasonable,1
trippingly,1
triplets,1
unrivaled,1
unsalted,1
unsatisfactory,1
unsinkable,1
trim,1
triggered,1
unsolved,1
unspoken,1
unsuccessful,1
trials,1
unsuccessfully,1
tri-colored,1
tri-color,1
unsurpassed,1
trivia,1
trolleys,1
troops,1
tryna,1
tubular,1
tube,1
tt581951@mycia.net,1
tste,1
ts3,1
ts,1
trys,1
unpleasant,1
unreachable,1
truvia,1
trusted,1
trumpet,1
unpleasantly,1
trudged,1
truck-load,1
troubles,1
trendy,1
untapped,1
tug,1
untarnished,1
translating,1
translate,1
transformers,1
transformer,1
upbeat,1
upc,1
transfat,1
trance,1
traipse,1
trainloads,1
upcoming,1
training,1
trailer,1
tragically,1
trademarks,1
tractor,1
tracks,1
translucent,1
trap,1
trapped,1
travels,1
tremendous,1
trees,1
treat/bulk,1
treasured,1
treadmill,1
treading,1
travesty,1
travelled,1
unvrs,1
traveling,1
untouched,1
untrustworthy,1
traumatized,1
traumatic,1
unveil,1
trashy,1
tuesday,1
tulsa,1
teacher's,1
union,1
uncooked,1
unfunny,1
uncomplicated,1
uncanny,1
unborn,1
unilever,1
unattainable,1
unapologetically,1
unaltered,1
unimportant,1
uninitiated,1
un-frosted,1
un-freakin'-real,1
un-discontinued,1
un-buyable,1
umm,1
ultrasweet,1
und,1
undeniably,1
under,1
underwent,1
unfairly,1
unfamiliar,1
unequivocally,1
unfeigned,1
unemployed,1
uneasy,1
undiscontinued,1
underwear,1
under-rated,1
undertones,1
unflavored,1
understands,1
undergrad,1
undergone,1
underdogs,1
underdog,1
uninteresting,1
ulcers,1
tummy,1
uh,1
twilegar,1
twelve,1
tween,1
tweaks,1
twas,1
unlikely,1
unlock,1
unnecessary,1
turnin,1
unnoticed,1
unparalleled,1
turkey,1
turely,1
turbo,1
tupperware,1
tuned,1
tumors,1
twilight,1
unleashes,1
twinkies,1
ufo-shaped,1
ugly,1
ughhh,1
ugghhh,1
unite,1
ugggghhh,1
universally,1
uggg,1
t﻿,1
twinkles,1
typing,1
typically,1
typed,1
two-headed,1
two-dimensional,1
twists,1
twist,1
trace,1
tp,1
upgrade,1
vee,1
theem,1
theater,1
the-omega-man,1
variant,1
varied,1
thankyou,1
thanksgiving,1
thanking,1
varity,1
varnish,1
vat19.com,1
vault,1
tha,1
tg,1
vdubingti5258@yahoo.com,1
textures,1
textured,1
vanish(es,1
theft,1
vanilla-flavored-phlegm,1
theresa,1
thingies,1
thicken,1
theys,1
valid,1
validated,1
valley's,1
therm,1
therefore,1
vanilia,1
there-fore,1
vamp,1
van,1
therapy,1
thepetitionsite.com,1
then-girlfriend,1
"then,when",1
texted,1
testures,1
toxic,1
vegan,1
tediously,1
teddy,1
veneered,1
technology,1
techno,1
tech,1
venice,1
ventura,1
teaspoons,1
venture,1
venturing,1
verde,1
teammates,1
verdean,1
verified,1
teal,1
teaching,1
"teenagers,and",1
teeny,1
vender,1
terre,1
testimonies,1
tested,1
testament,1
terror,1
vegas,1
terrifically,1
vegeburger,1
terrain,1
vehicles,1
terminated,1
tens,1
tenfold,1
tends,1
tender,1
ten-carton,1
tellin,1
thinner,1
vader,1
thome1220@yahoo.com,1
thorough,1
too-sugary,1
tonsilloliths,1
tongs,1
tone,1
tommy,1
tomeko,1
"tom,go",1
todd,1
today(aug,1
upside,1
toaties,1
upstaged,1
toasty-brown,1
toasting,1
toaster,1
to-die-for,1
urge,1
toon,1
toooo,1
tooth-chippingly,1
uploading,1
upholstered,1
towel,1
tout,1
touscents,1
upload,1
toucans,1
uploaded,1
upon,1
tootie,1
tossin,1
tortoise,1
torch,1
toppings,1
topper,1
top-five,1
upscaled,1
urged,1
urgent,1
tj's,1
throngs,1
tickling,1
utilize,1
tickle,1
tick,1
thunk,1
thundercats,1
thumbs,1
utter,1
tier,1
thrilling,1
three-dimensional,1
thread,1
utters,1
uuugh,1
uuuuugh,1
v,1
tie-ins,1
tig1,1
title,1
use-by,1
urkle,1
url,1
tire,1
tips,1
tipped,1
tinny,1
urself,1
users,1
tight,1
tinge,1
timothy.dahlberg@gmail.com,1
timers,1
timer,1
timeframe,1
time...once,1
usmcjedi,1
warner,1
spoonfuls,1
warrant,1
ruination,1
willow,1
rye(t,1
ruthann,1
ruth,1
rusty,1
rustic,1
russians,1
russia,1
rushed,1
rural,1
runts,1
wimp,1
rumors,1
rumchata,1
ruins,1
ruining,1
win-win,1
rykin,1
willisjudy@netscape.net,1
s.a.ye,1
sailorgirl,1
salivate,1
salina,1
salesman,1
salem,1
sale-able,1
saladitos,1
sainburys,1
sailing,1
saber,1
saginaw,1
safety,1
safely,1
saddle,1
sadden,1
sacred,1
sacks,1
win/win,1
ruh,1
wildflower,1
rudimentary,1
rotate,1
rot,1
roster,1
ross-roberts,1
roseville,1
wink,1
rosemead,1
rose's,1
roommates,1
wins,1
ronald,1
winston,1
rome's,1
rome,1
romantic,1
rollups,1
rollover,1
rotates,1
roth,1
wine,1
royal,1
rubbish,1
rubbery,1
rubbed,1
rsvp,1
rrrrooooaarr,1
winding,1
rpx,1
routinely,1
windsor,1
router,1
roundy's,1
roundels,1
rounded,1
roughly,1
rotting,1
windows,1
salmonella,1
saltine,1
sponsor,1
scenario,1
scrap,1
scrambled,1
scored,1
scope,1
scoops,1
scobee,1
scobby,1
scientists,1
why'd,1
science,1
schools,1
scholarship,1
schnucks,1
schnuck,1
schlitz,1
schedules,1
scheduled,1
whould,1
scrapple,1
scratched,1
whopping,1
seeking,1
seed,1
whom,1
sector,1
sections,1
whomever,1
whoot,1
seam,1
scratchy,1
seals,1
se,1
sda,1
scummy,1
scrutinizes,1
scruples,1
screaming,1
scene,1
scavenged,1
saltines,1
scattered,1
saturated,1
satiate,1
satan,1
sarcastic,1
sarah,1
sappy,1
sap,1
sank,1
sanity,1
sanitarium's,1
sane,1
sandwiches,1
sandra,1
sandpaper-peanut-butter-candle,1
same....and,1
sambos,1
salute,1
saturdays,1
saucer,1
saucer-like,1
sbc,1
scarfing,1
scarfed,1
scarf,1
scares,1
scar,1
scanned,1
scale,1
wider,1
wilcox,1
sayeth,1
savoury,1
savored,1
savior,1
wifey,1
wightyear,1
wikipedia.com,1
rojas,1
roh,1
rogue,1
reps,1
resold,1
woodman,1
reside,1
reshaped,1
reservoir,1
woods,1
resent,1
resembling,1
resemblance,1
resell,1
researching,1
researchers,1
rereleased,1
wool,1
rerelease,1
requires,1
reputation,1
resorted,1
resorting,1
resources,1
restocking,1
retain,1
retailing,1
wolfed,1
resuscitation,1
restrictions,1
restored,1
restore,1
restaurants,1
respectable,1
resse's,1
responsive,1
responding,1
wooden,1
"responded...""he",1
respectively,1
respectful,1
repurchased,1
repro,1
rogers,1
repression,1
renaming,1
rename,1
ren,1
removing,1
remote,1
reminiscent,1
reminiscence,1
reming,1
remedy,1
remarketed,1
remark,1
remaking,1
remakes,1
remade,1
rely,1
reluctant,1
reluctance,1
render,1
rendering,1
renea,1
replicated,1
represented,1
representative,1
represent,1
reppy,1
woolworths,1
replicator,1
replicating,1
replicas,1
renee,1
replica,1
replacements,1
repeating,1
repackage,1
reorder,1
workers,1
renewed,1
retirement,1
retrieving,1
woderful,1
reunions,1
riviera,1
wised,1
riverdale,1
river,1
wiseguy,1
rivalry,1
rival,1
rising,1
riser,1
risen,1
rippled,1
rip-offs,1
riot,1
rinnamon,1
ring's,1
rin,1
rigorously,1
rlwagner5169@yahoo.com,1
rm,1
wisdom,1
robust,1
rof,1
wintry,1
wipe,1
rocker,1
wiscasset,1
wisconson,1
robyn,1
roboty,1
roads,1
robins's,1
robin,1
robertpaulson,1
robertn201@yahoo.com,1
robbins,1
roared,1
roaming,1
righted,1
riding,1
ridiculously,1
woah,1
withhold,1
within,1
revolved,1
revolution,1
revolting,1
wives,1
wizard,1
reviewing,1
revved,1
woco,1
reviewer,1
revert,1
reversed,1
revealing,1
revamp,1
reunite,1
revues,1
rew,1
rides,1
withdrawing,1
wistfully,1
richness,1
richmond,1
witch,1
richard,1
rice/corn/wheat,1
rice-based,1
ribbons,1
rewritten,1
rhyme,1
rhode,1
rhoda,1
rhis,1
reynolds,1
rey,1
rex,1
whole-grain,1
seeriously,1
sega,1
smores-off,1
snort,1
snooks,1
snl,1
sniffed,1
sniff,1
snatched,1
weat,1
snap-of,1
weatabix,1
webpage,1
snagged,1
snack/alternative,1
smuts,1
smurfuriffic,1
smurftastic,1
smurfswacker,1
wednesday,1
snot-nosed,1
snow,1
snowy,1
sobeys/safeway,1
wc,1
sogging,1
softness,1
sodium,1
sodas,1
soda,1
soccer,1
sober,1
snuck,1
soared,1
weakest,1
soap,1
soaks,1
weaned,1
wearing,1
wears,1
smurfed,1
wee's,1
well...so,1
smore's,1
slumber,1
slovak,1
slot,1
slope,1
slop(or,1
welch's,1
slivers,1
slivered,1
slippers,1
slipped,1
slip,1
welcomed,1
slide,1
well-kept,1
slid,1
well-liked,1
well-received,1
slurp,1
slurping,1
smacked,1
weet,1
smoothly,1
smoothie,1
weekday,1
smokedham,1
smiter,1
smite,1
weep,1
smedley,1
smackers,1
smashed,1
smash,1
smarter,1
smaller-grained,1
smacks.i,1
weight/calories,1
smacking,1
soldiers,1
solely,1
waz,1
solved,1
spencrport,1
spelled,1
spell,1
speed,1
speculated,1
wasnt,1
spectacular,1
specks,1
species,1
wasted,1
specials,1
specially,1
watch(es,1
speaks,1
speaking,1
watcher's,1
spatula,1
washing,1
spheres,1
washed,1
spirits,1
sponge-bob,1
spokesman,1
spokane,1
spoiled,1
splurge,1
splitting,1
splits,1
warrior,1
spherical,1
spiral,1
spinoffs,1
spiked,1
spider-man-themed,1
spider,1
was/has,1
spices,1
spasms,1
spartan,1
sparky,1
sonja,1
soothing,1
soooooooooooo,1
sooooooon,1
"soon,please",1
soo,1
waxes,1
sonny,1
songbird,1
sorrow,1
waxing,1
son...finally,1
waxy,1
waycross,1
somerset,1
someplace,1
solving,1
sooty,1
sorrowful,1
spanish,1
soy-free,1
spaniels,1
spangle,1
span,1
spain,1
space-themed,1
water-obsorbing,1
watered,1
soviets,1
sorta,1
souvenir,1
southeast,1
soured,1
watford,1
sounding,1
sorts,1
wave,1
slept,1
welp,1
who/remember,1
shading,1
where'd,1
sheepskin,1
sheep,1
sheen,1
shebang,1
shearings,1
shaver,1
shattered,1
sharpton,1
sharps,1
sharpener,1
whiffer,1
whilst,1
shames,1
whim,1
shameful,1
shaker,1
sheer,1
sheldon,1
shelfs,1
wheels,1
shooting,1
shook,1
shoelaces,1
shocking,1
shirts,1
wheatina,1
wheel,1
wheetabits,1
shells,1
shipments,1
shineing,1
shifting,1
sherwood,1
sherbet-sweet,1
shelves...this,1
shelve,1
shake,1
sf,1
sleepy,1
whimsy,1
sends,1
semi-close,1
whitish,1
whittney,1
whiz,1
sellers,1
whizzzed,1
sell....please,1
"sell,let",1
who've,1
selfish,1
selective,1
selected,1
seldom,1
sekula,1
sei,1
segment,1
whitby,1
sentiment,1
sentimentality,1
settles,1
whines,1
sex,1
severing,1
seventh,1
whipped-cream,1
setup,1
settling,1
whipped-cream-in-a-can,1
sep,1
sets,1
seriousness,1
seriously...they,1
whispered,1
september,1
sept,1
separating,1
wheata,1
wheat-like,1
shopper,1
wheat-hulls-come-off-and-choke-you,1
sixty-something,1
sixty-five,1
six-packs,1
sittings,1
sitcom,1
sister-in-laws,1
werewolf,1
sissy,1
sissom,1
wes,1
singular,1
sings,1
weslayan,1
single-packet,1
westheimer,1
simulate,1
westin,1
were/are,1
sk,1
skater,1
skipjack,1
sleeping,1
sledding,1
slapping,1
wendal,1
slams,1
slammin,1
skywalker,1
skins,1
skating,1
skinny,1
skin-diver,1
skimp,1
skiing,1
sketch,1
skeptics,1
skeptical,1
simpsons,1
wests,1
similate,1
shove,1
shy,1
shudder,1
shriveled,1
shrink,1
shredder,1
shreaded,1
showtime,1
what’s,1
sibling,1
wheasts,1
shorting,1
shortest,1
shortening,1
shortened,1
shortage,1
wheat-ear,1
what'll,1
wham,1
"similar,except",1
whaaa,1
silver,1
silliness,1
silent,1
weyand,1
signs,1
signifies,1
weymouth,1
sign/stock,1
sickening,1
whaddaya,1
sightings,1
sighted,1
sighhhhh,1
sickness,1
sickly-sweet,1
sicker,1
sredded,1
laughter,1
plutonium,1
correspondence,1
counter-part,1
counted,1
countchocula,1
couldn,1
cough,1
cougar,1
couch,1
cottage,1
costing,1
cosmos,1
cosmic,1
corprate,1
counties,1
corporation,1
corn-flake,1
corn-based,1
coral,1
copies,1
copied,1
cope,1
coordinate,1
cooper's,1
coolpurplespecs@gmail.com,1
cooling,1
counterpart,1
counting,1
decorations,1
crapola,1
creel,1
credit,1
credible,1
creation,1
creamery,1
craziest,1
crazies,1
crawl,1
crawford,1
crates,1
crashing,1
cram,1
courage,1
craklin,1
cracking,1
cracked,1
cr,1
covington,1
covid-19,1
covey,1
coveted,1
covers,1
covent,1
couscous,1
cooler,1
"cool""(not",1
cookie-crisp,1
configuration,1
connie,1
conjure,1
congress,1
conglomerate's,1
confusion,1
confused,1
confronts,1
conflating,1
confirming,1
confirmation,1
configurations,1
confident,1
cookeville,1
confesses,1
confess,1
conentrate,1
cone-shaped,1
condom,1
condensed,1
concrete,1
conclude,1
concerns,1
concepts,1
con,1
consequences,1
considerable,1
consigned,1
consisted,1
conveying,1
convey,1
converted,1
convert,1
convenience,1
contributors,1
contributor,1
contributed,1
contract,1
contemplating,1
containue,1
containers,1
container,1
consumes,1
consumers’,1
consumer.relations@cpuk.nestle.com,1
consumer's,1
consume,1
constipation,1
constipate,1
constant,1
conspicuous,1
consolation,1
creepy,1
cricket,1
crickets,1
daly,1
darrel,1
darned,1
darker,1
dangerously,1
dangerous,1
dancing,1
dan,1
damned,1
damageing,1
damage,1
dalyn.6061@gmail.com,1
dale,1
cybercandy,1
daizie@theinter.com,1
dagnabbit,1
dads,1
dabba,1
dab,1
da-bomb,1
d.d.c,1
d-e-l-i-o-u-s,1
d-d-d-d-d-d-dip-d-d-dip-d-d-double,1
d&d,1
cyprus,1
darrow,1
darth,1
dating,1
davenport,1
declined,1
decline,1
declaring,1
declared,1
deck,1
